Demographic Data Report by State
"Insurance: Percent insured in demographic group, all income levels"
"Ages <65, All Races (includes Hispanic), Both Sexes"
2019 Small Area Health Insurance Estimates Data
Sorted by Value

State, FIPS,Value (Percent),People (Insured),Rank within US
"Trousdale County, Tennessee",47169,87.1,6318,"1984 of 3139"
"Wheeler County, Nebraska",31183,87.1,484,"1984 of 3139"
"Barbour County, Alabama",01005,87.0,14694,"2004 of 3139"
"Cherokee County, Alabama",01019,87.0,17294,"2004 of 3139"
"Clark County, South Dakota",46025,87.0,2510,"2004 of 3139"
"Coffee County, Alabama",01031,87.0,37376,"2004 of 3139"
"Davie County, North Carolina",37059,87.0,29135,"2004 of 3139"
"Effingham County, Georgia",13103,87.0,49024,"2004 of 3139"
"Elko County, Nevada",32007,87.0,40053,"2004 of 3139"
"Golden Valley County, Montana",30037,87.0,507,"2004 of 3139"
"Harrisonburg City, Virginia",51660,87.0,34946,"2004 of 3139"
"Lawrence County, Tennessee",47099,87.0,30904,"2004 of 3139"
"Lincoln County, North Carolina",37109,87.0,61222,"2004 of 3139"
"Mackinac County, Michigan",26097,87.0,6636,"2004 of 3139"
"Martin County, North Carolina",37117,87.0,14609,"2004 of 3139"
"Northampton County, North Carolina",37131,87.0,11695,"2004 of 3139"
"Orangeburg County, South Carolina",45075,87.0,56215,"2004 of 3139"
"Osborne County, Kansas",20141,87.0,2196,"2004 of 3139"
"Powder River County, Montana",30075,87.0,1048,"2004 of 3139"
"Spartanburg County, South Carolina",45083,87.0,226029,"2004 of 3139"
"Unicoi County, Tennessee",47171,87.0,11678,"2004 of 3139"
"Winston County, Alabama",01133,87.0,15929,"2004 of 3139"
"Adams County, Washington",53001,86.9,14847,"2024 of 3139"
"Alamosa County, Colorado",08003,86.9,11215,"2024 of 3139"
"Albany County, Wyoming",56001,86.9,27654,"2024 of 3139"
"Anderson County, South Carolina",45007,86.9,141322,"2024 of 3139"
"Bradley County, Arkansas",05011,86.9,7385,"2024 of 3139"
"Calhoun County, South Carolina",45017,86.9,9517,"2024 of 3139"
"Charleston County, South Carolina",45019,86.9,289740,"2024 of 3139"
"Fall River County, South Dakota",46047,86.9,3950,"2024 of 3139"
"Giles County, Tennessee",47055,86.9,19815,"2024 of 3139"
"Greene County, Tennessee",47059,86.9,45395,"2024 of 3139"
"Guilford County, North Carolina",37081,86.9,377148,"2024 of 3139"
"Hancock County, Georgia",13141,86.9,4454,"2024 of 3139"
"Howard County, Arkansas",05061,86.9,9257,"2024 of 3139"
"Jefferson County, Tennessee",47089,86.9,36521,"2024 of 3139"
"Lamar County, Georgia",13171,86.9,12714,"2024 of 3139"
"Lincoln County, New Mexico",35027,86.9,11889,"2024 of 3139"
"Livingston County, Missouri",29117,86.9,9119,"2024 of 3139"
"Lyon County, Nevada",32019,86.9,39077,"2024 of 3139"
"Meigs County, Tennessee",47121,86.9,8308,"2024 of 3139"
"Nobles County, Minnesota",27105,86.9,15251,"2024 of 3139"
"Oneida County, Idaho",16071,86.9,3087,"2024 of 3139"
"Pike County, Missouri",29163,86.9,11132,"2024 of 3139"
"Roosevelt County, New Mexico",35041,86.9,12712,"2024 of 3139"
"Union County, New Mexico",35059,86.9,2190,"2024 of 3139"
"Watauga County, North Carolina",37189,86.9,35874,"2024 of 3139"
"Beaver County, Utah",49001,86.8,4904,"2049 of 3139"
"Brown County, Nebraska",31017,86.8,1850,"2049 of 3139"
"Fentress County, Tennessee",47049,86.8,12106,"2049 of 3139"
"Franklin County, Idaho",16041,86.8,10187,"2049 of 3139"
"Garden County, Nebraska",31069,86.8,1120,"2049 of 3139"
"Granville County, North Carolina",37077,86.8,40466,"2049 of 3139"
"Houston County, Georgia",13153,86.8,117875,"2049 of 3139"
"Hutchinson County, South Dakota",46067,86.8,4821,"2049 of 3139"
"Jackson County, Missouri",29095,86.8,508394,"2049 of 3139"
"Las Animas County, Colorado",08071,86.8,8563,"2049 of 3139"
"Lincoln County, Tennessee",47103,86.8,23652,"2049 of 3139"
"McPherson County, South Dakota",46089,86.8,1468,"2049 of 3139"
"Mecklenburg County, North Carolina",37119,86.8,841744,"2049 of 3139"
"Monroe County, Tennessee",47123,86.8,31195,"2049 of 3139"
"Morrill County, Nebraska",31123,86.8,3110,"2049 of 3139"
"Newton County, Indiana",18111,86.8,9595,"2049 of 3139"
"North Slope Borough, Alaska",02185,86.8,7831,"2049 of 3139"
"Pickens County, South Carolina",45077,86.8,84711,"2049 of 3139"
"Piute County, Utah",49031,86.8,869,"2049 of 3139"
"Randall County, Texas",48381,86.8,99427,"2049 of 3139"
"Shelby County, Tennessee",47157,86.8,680234,"2049 of 3139"
"Stone County, Arkansas",05137,86.8,7704,"2049 of 3139"
"Sumter County, Alabama",01119,86.8,7999,"2049 of 3139"
"Walker County, Alabama",01127,86.8,43707,"2049 of 3139"
"Wibaux County, Montana",30109,86.8,618,"2049 of 3139"
"Aiken County, South Carolina",45003,86.7,116647,"2074 of 3139"
"Anson County, North Carolina",37007,86.7,15479,"2074 of 3139"
"Carroll County, Missouri",29033,86.7,5817,"2074 of 3139"
"Carter County, Montana",30011,86.7,790,"2074 of 3139"
"Caswell County, North Carolina",37033,86.7,14122,"2074 of 3139"
"Decatur County, Kansas",20039,86.7,1734,"2074 of 3139"
"Greene County, Missouri",29077,86.7,202947,"2074 of 3139"
"Greenville County, South Carolina",45045,86.7,373771,"2074 of 3139"
"Houston County, Alabama",01069,86.7,73972,"2074 of 3139"
"Lea County, New Mexico",35025,86.7,52990,"2074 of 3139"
"Lincoln County, Kansas",20105,86.7,1885,"2074 of 3139"
"Maricopa County, Arizona",04013,86.7,3232790,"2074 of 3139"
"Montgomery County, Kansas",20125,86.7,21027,"2074 of 3139"
"Muscogee County, Georgia",13215,86.7,140096,"2074 of 3139"
"Nodaway County, Missouri",29147,86.7,13261,"2074 of 3139"
"Overton County, Tennessee",47133,86.7,15010,"2074 of 3139"
"Pima County, Arizona",04019,86.7,703642,"2074 of 3139"
"Putnam County, Tennessee",47141,86.7,55660,"2074 of 3139"
"Rankin County, Mississippi",28121,86.7,109274,"2074 of 3139"
"Toole County, Montana",30101,86.7,2813,"2074 of 3139"
"Woodson County, Kansas",20207,86.7,2000,"2074 of 3139"
"Bonner County, Idaho",16017,86.6,29263,"2095 of 3139"
"Carteret County, North Carolina",37031,86.6,44210,"2095 of 3139"
"Churchill County, Nevada",32001,86.6,17271,"2095 of 3139"
"Crenshaw County, Alabama",01041,86.6,9519,"2095 of 3139"
"Cullman County, Alabama",01043,86.6,58361,"2095 of 3139"
"Davidson County, Tennessee",47037,86.6,505579,"2095 of 3139"
"Denton County, Texas",48121,86.6,681450,"2095 of 3139"
"Franklin County, Washington",53021,86.6,70696,"2095 of 3139"
"Granite County, Montana",30039,86.6,1982,"2095 of 3139"
"Grant County, Washington",53025,86.6,70576,"2095 of 3139"
"Linn County, Missouri",29115,86.6,8035,"2095 of 3139"
"Lowndes County, Mississippi",28087,86.6,41478,"2095 of 3139"
"Madison County, Montana",30057,86.6,5206,"2095 of 3139"
"Madison County, North Carolina",37115,86.6,13727,"2095 of 3139"
"Musselshell County, Montana",30065,86.6,2842,"2095 of 3139"
"Pender County, North Carolina",37141,86.6,43661,"2095 of 3139"
"Sitka Borough, Alaska",02220,86.6,6132,"2095 of 3139"
"Wayne County, Tennessee",47181,86.6,9664,"2095 of 3139"
"Bradford County, Florida",12007,86.5,16441,"2113 of 3139"
"Brunswick County, North Carolina",37019,86.5,82803,"2113 of 3139"
"Campbell County, Wyoming",56005,86.5,35565,"2113 of 3139"
"Chariton County, Missouri",29041,86.5,4767,"2113 of 3139"
"Dona Ana County, New Mexico",35013,86.5,152392,"2113 of 3139"
"Grant County, North Dakota",38037,86.5,1348,"2113 of 3139"
"Gulf County, Florida",12045,86.5,8388,"2113 of 3139"
"Hampton County, South Carolina",45049,86.5,12186,"2113 of 3139"
"Hudson County, New Jersey",34017,86.5,501916,"2113 of 3139"
"Ketchikan Gateway Borough, Alaska",02130,86.5,9892,"2113 of 3139"
"Lemhi County, Idaho",16059,86.5,4739,"2113 of 3139"
"Madison County, Missouri",29123,86.5,8267,"2113 of 3139"
"Marion County, South Carolina",45067,86.5,20485,"2113 of 3139"
"Monroe County, Georgia",13207,86.5,18554,"2113 of 3139"
"Monroe County, Missouri",29137,86.5,5621,"2113 of 3139"
"Phillips County, Colorado",08095,86.5,2776,"2113 of 3139"
"Pike County, Alabama",01109,86.5,22345,"2113 of 3139"
"Rogers County, Oklahoma",40131,86.5,66573,"2113 of 3139"
"Alexander County, North Carolina",37003,86.4,24561,"2131 of 3139"
"Benton County, Tennessee",47005,86.4,10374,"2131 of 3139"
"Buchanan County, Missouri",29021,86.4,59466,"2131 of 3139"
"Cleveland County, North Carolina",37045,86.4,66724,"2131 of 3139"
"Dare County, North Carolina",37055,86.4,24792,"2131 of 3139"
"Greeley County, Kansas",20071,86.4,847,"2131 of 3139"
"Harrison County, Missouri",29081,86.4,5488,"2131 of 3139"
"Hertford County, North Carolina",37091,86.4,13927,"2131 of 3139"
"Jefferson County, Idaho",16051,86.4,22584,"2131 of 3139"
"Lincoln County, Maine",23015,86.4,21201,"2131 of 3139"
"Lunenburg County, Virginia",51111,86.4,7204,"2131 of 3139"
"McMullen County, Texas",48311,86.4,481,"2131 of 3139"
"Mohave County, Arizona",04015,86.4,121716,"2131 of 3139"
"Rolette County, North Dakota",38079,86.4,10551,"2131 of 3139"
"Scott County, Missouri",29201,86.4,26491,"2131 of 3139"
"Abbeville County, South Carolina",45001,86.3,15718,"2146 of 3139"
"Cherokee County, South Carolina",45021,86.3,39854,"2146 of 3139"
"Chilton County, Alabama",01021,86.3,31377,"2146 of 3139"
"Clark County, Nevada",32003,86.3,1634779,"2146 of 3139"
"Converse County, Wyoming",56009,86.3,9848,"2146 of 3139"
"Eagle County, Colorado",08037,86.3,41482,"2146 of 3139"
"Edgefield County, South Carolina",45037,86.3,16677,"2146 of 3139"
"Logan County, North Dakota",38047,86.3,1147,"2146 of 3139"
"Loudon County, Tennessee",47105,86.3,33945,"2146 of 3139"
"Paulding County, Georgia",13223,86.3,129864,"2146 of 3139"
"Pemiscot County, Missouri",29155,86.3,10987,"2146 of 3139"
"Rockingham County, North Carolina",37157,86.3,61389,"2146 of 3139"
"Scotland County, North Carolina",37165,86.3,22037,"2146 of 3139"
"Union County, Tennessee",47173,86.3,13751,"2146 of 3139"
"Upson County, Georgia",13293,86.3,18152,"2146 of 3139"
"Yell County, Arkansas",05149,86.3,14865,"2146 of 3139"
"Archuleta County, Colorado",08007,86.2,8627,"2162 of 3139"
"Chase County, Nebraska",31029,86.2,2644,"2162 of 3139"
"Franklin County, North Carolina",37069,86.2,48533,"2162 of 3139"
"Gentry County, Missouri",29075,86.2,4477,"2162 of 3139"
"Houston County, Tennessee",47083,86.2,5505,"2162 of 3139"
"Jackson County, Alabama",01071,86.2,34979,"2162 of 3139"
"Kenai Peninsula Borough, Alaska",02122,86.2,40188,"2162 of 3139"
"Lyon County, Kansas",20111,86.2,22926,"2162 of 3139"
"Rutherford County, North Carolina",37161,86.2,44208,"2162 of 3139"
"Valley County, Idaho",16085,86.2,7255,"2162 of 3139"
"Washington County, Alabama",01129,86.2,11170,"2162 of 3139"
"Brevard County, Florida",12009,86.1,389348,"2173 of 3139"
"Comanche County, Kansas",20033,86.1,1055,"2173 of 3139"
"Gaston County, North Carolina",37071,86.1,159539,"2173 of 3139"
"Grainger County, Tennessee",47057,86.1,15685,"2173 of 3139"
"Iron County, Missouri",29093,86.1,6600,"2173 of 3139"
"Montezuma County, Colorado",08083,86.1,17066,"2173 of 3139"
"New Madrid County, Missouri",29143,86.1,11557,"2173 of 3139"
"Scott County, Kansas",20171,86.1,3272,"2173 of 3139"
"Sheridan County, Wyoming",56033,86.1,20007,"2173 of 3139"
"Sweetwater County, Wyoming",56037,86.1,31337,"2173 of 3139"
"Williamsburg County, South Carolina",45089,86.1,19390,"2173 of 3139"
"Yalobusha County, Mississippi",28161,86.1,8133,"2173 of 3139"
"Bradley County, Tennessee",47011,86.0,74655,"2185 of 3139"
"Carter County, Tennessee",47019,86.0,36701,"2185 of 3139"
"Charles City County, Virginia",51036,86.0,4448,"2185 of 3139"
"Chatham County, North Carolina",37037,86.0,47945,"2185 of 3139"
"Durham County, North Carolina",37063,86.0,227700,"2185 of 3139"
"Escambia County, Florida",12033,86.0,212148,"2185 of 3139"
"Glascock County, Georgia",13125,86.0,2070,"2185 of 3139"
"Grady County, Oklahoma",40051,86.0,39341,"2185 of 3139"
"Hickman County, Tennessee",47081,86.0,16439,"2185 of 3139"
"Hodgeman County, Kansas",20083,86.0,1158,"2185 of 3139"
"Irion County, Texas",48235,86.0,1049,"2185 of 3139"
"Johnson County, Wyoming",56019,86.0,5446,"2185 of 3139"
"Lincoln County, Montana",30053,86.0,11799,"2185 of 3139"
"Park County, Wyoming",56029,86.0,18613,"2185 of 3139"
"Rhea County, Tennessee",47143,86.0,22368,"2185 of 3139"
"Audrain County, Missouri",29007,85.9,16153,"2200 of 3139"
"Barber County, Kansas",20007,85.9,2893,"2200 of 3139"
"Cass County, Indiana",18017,85.9,25827,"2200 of 3139"
"Chouteau County, Montana",30015,85.9,3735,"2200 of 3139"
"Clay County, Tennessee",47027,85.9,4795,"2200 of 3139"
"Galax City, Virginia",51640,85.9,4322,"2200 of 3139"
"Gasconade County, Missouri",29073,85.9,9651,"2200 of 3139"
"Greer County, Oklahoma",40055,85.9,3072,"2200 of 3139"
"Johnson County, Arkansas",05071,85.9,18283,"2200 of 3139"
"Kent County, Texas",48263,85.9,471,"2200 of 3139"
"Marlboro County, South Carolina",45069,85.9,15735,"2200 of 3139"
"Pershing County, Nevada",32027,85.9,3315,"2200 of 3139"
"Pike County, Arkansas",05109,85.9,7181,"2200 of 3139"
"Polk County, North Carolina",37149,85.9,12009,"2200 of 3139"
"Twin Falls County, Idaho",16083,85.9,61860,"2200 of 3139"
"Uinta County, Wyoming",56041,85.9,14633,"2200 of 3139"
"Washington County, Arkansas",05143,85.9,174152,"2200 of 3139"
"Washington County, North Carolina",37187,85.9,7275,"2200 of 3139"
"Camden County, Georgia",13039,85.8,38384,"2218 of 3139"
"Columbia County, Florida",12023,85.8,45128,"2218 of 3139"
"DeKalb County, Tennessee",47041,85.8,13991,"2218 of 3139"
"Escambia County, Alabama",01053,85.8,23502,"2218 of 3139"
"Forsyth County, North Carolina",37067,85.8,264536,"2218 of 3139"
"Georgetown County, South Carolina",45043,85.8,37782,"2218 of 3139"
"Grundy County, Tennessee",47061,85.8,8868,"2218 of 3139"
"Jackson County, Tennessee",47087,85.8,7586,"2218 of 3139"
"Jones County, Georgia",13169,85.8,19972,"2218 of 3139"
"Laclede County, Missouri",29105,85.8,24787,"2218 of 3139"
"Lamar County, Mississippi",28073,85.8,46267,"2218 of 3139"
"Laurens County, South Carolina",45059,85.8,45060,"2218 of 3139"
"Luna County, New Mexico",35029,85.8,15311,"2218 of 3139"
"Passaic County, New Jersey",34031,85.8,357227,"2218 of 3139"
"Rio Grande County, Colorado",08105,85.8,7433,"2218 of 3139"
"Santa Fe County, New Mexico",35049,85.8,94532,"2218 of 3139"
"Sebastian County, Arkansas",05131,85.8,90069,"2218 of 3139"
"Shoshone County, Idaho",16079,85.8,8277,"2218 of 3139"
"Adams County, Indiana",18001,85.7,25407,"2236 of 3139"
"Blount County, Alabama",01009,85.7,40026,"2236 of 3139"
"Cherokee County, Georgia",13057,85.7,189742,"2236 of 3139"
"Claiborne County, Mississippi",28021,85.7,5249,"2236 of 3139"
"Cumberland County, Tennessee",47035,85.7,35070,"2236 of 3139"
"Duval County, Florida",12031,85.7,685121,"2236 of 3139"
"Faulk County, South Dakota",46049,85.7,1494,"2236 of 3139"
"Greenwood County, South Carolina",45047,85.7,46828,"2236 of 3139"
"Haakon County, South Dakota",46055,85.7,1202,"2236 of 3139"
"Jackson County, Mississippi",28059,85.7,102025,"2236 of 3139"
"Moody County, South Dakota",46101,85.7,4522,"2236 of 3139"
"Richmond County, Georgia",13245,85.7,136545,"2236 of 3139"
"Sioux County, Nebraska",31165,85.7,682,"2236 of 3139"
"Weston County, Wyoming",56045,85.7,4429,"2236 of 3139"
"Worth County, Missouri",29227,85.7,1264,"2236 of 3139"
"Beaufort County, North Carolina",37013,85.6,29928,"2251 of 3139"
"Beaufort County, South Carolina",45013,85.6,113682,"2251 of 3139"
"Clay County, Alabama",01027,85.6,8818,"2251 of 3139"
"Clearwater County, Idaho",16035,85.6,4768,"2251 of 3139"
"Cobb County, Georgia",13067,85.6,562324,"2251 of 3139"
"Holt County, Missouri",29087,85.6,2753,"2251 of 3139"
"Lake County, Colorado",08065,85.6,5755,"2251 of 3139"
"McClain County, Oklahoma",40087,85.6,29257,"2251 of 3139"
"Montgomery County, Missouri",29139,85.6,7583,"2251 of 3139"
"Mountrail County, North Dakota",38061,85.6,7977,"2251 of 3139"
"Oktibbeha County, Mississippi",28105,85.6,33578,"2251 of 3139"
"Walworth County, South Dakota",46129,85.6,3473,"2251 of 3139"
"Washington County, Mississippi",28151,85.6,30514,"2251 of 3139"
"Bleckley County, Georgia",13023,85.5,7933,"2264 of 3139"
"Caldwell County, Missouri",29025,85.5,6011,"2264 of 3139"
"Johnston County, North Carolina",37101,85.5,153111,"2264 of 3139"
"Kit Carson County, Colorado",08063,85.5,4778,"2264 of 3139"
"Lauderdale County, Mississippi",28075,85.5,49183,"2264 of 3139"
"Madison County, Arkansas",05087,85.5,11330,"2264 of 3139"
"Mississippi County, Missouri",29133,85.5,7650,"2264 of 3139"
"Natrona County, Wyoming",56025,85.5,56236,"2264 of 3139"
"Okaloosa County, Florida",12091,85.5,147105,"2264 of 3139"
"Perry County, Tennessee",47135,85.5,5301,"2264 of 3139"
"Polk County, Tennessee",47139,85.5,11048,"2264 of 3139"
"Rowan County, North Carolina",37159,85.5,96304,"2264 of 3139"
"Saline County, Missouri",29195,85.5,14823,"2264 of 3139"
"Sheridan County, Kansas",20179,85.5,1627,"2264 of 3139"
"Bibb County, Georgia",13021,85.4,103218,"2278 of 3139"
"Bingham County, Idaho",16011,85.4,33567,"2278 of 3139"
"Buncombe County, North Carolina",37021,85.4,172902,"2278 of 3139"
"Cheyenne County, Colorado",08017,85.4,1198,"2278 of 3139"
"Clarendon County, South Carolina",45027,85.4,20277,"2278 of 3139"
"Custer County, Idaho",16037,85.4,2545,"2278 of 3139"
"Davidson County, North Carolina",37057,85.4,115355,"2278 of 3139"
"Geneva County, Alabama",01061,85.4,17613,"2278 of 3139"
"Henry County, Missouri",29083,85.4,14333,"2278 of 3139"
"Highland County, Virginia",51091,85.4,1198,"2278 of 3139"
"Liberty County, Florida",12077,85.4,4325,"2278 of 3139"
"Liberty County, Montana",30051,85.4,1526,"2278 of 3139"
"Macon County, Missouri",29121,85.4,9856,"2278 of 3139"
"Mitchell County, North Carolina",37121,85.4,9406,"2278 of 3139"
"Okanogan County, Washington",53047,85.4,27270,"2278 of 3139"
"Pamlico County, North Carolina",37137,85.4,6985,"2278 of 3139"
"Prowers County, Colorado",08099,85.4,8109,"2278 of 3139"
"Stafford County, Kansas",20185,85.4,2691,"2278 of 3139"
"Stanly County, North Carolina",37167,85.4,41779,"2278 of 3139"
"Thomas County, Nebraska",31171,85.4,456,"2278 of 3139"
"Vance County, North Carolina",37181,85.4,30038,"2278 of 3139"
"Carson City, Nevada",32510,85.3,35662,"2299 of 3139"
"Gem County, Idaho",16045,85.3,11830,"2299 of 3139"
"Henderson County, North Carolina",37089,85.3,73326,"2299 of 3139"
"Marshall County, Indiana",18099,85.3,31979,"2299 of 3139"
"Rawlins County, Kansas",20153,85.3,1540,"2299 of 3139"
"Richmond County, North Carolina",37153,85.3,30043,"2299 of 3139"
"Shelby County, Missouri",29205,85.3,3877,"2299 of 3139"
"Taos County, New Mexico",35055,85.3,19946,"2299 of 3139"
"Valdez-Cordova Census Area, Alaska",02261,85.3,6654,"2299 of 3139"
"Alamance County, North Carolina",37001,85.2,114466,"2308 of 3139"
"Bay County, Florida",12005,85.2,118632,"2308 of 3139"
"Big Horn County, Montana",30003,85.2,9436,"2308 of 3139"
"Douglas County, Georgia",13097,85.2,108615,"2308 of 3139"
"Duchesne County, Utah",49013,85.2,14592,"2308 of 3139"
"Franklin County, Mississippi",28037,85.2,5169,"2308 of 3139"
"Gila County, Arizona",04007,85.2,31746,"2308 of 3139"
"Lawrence County, Alabama",01079,85.2,22524,"2308 of 3139"
"McDowell County, North Carolina",37111,85.2,29905,"2308 of 3139"
"Montgomery County, Mississippi",28097,85.2,6413,"2308 of 3139"
"Morgan County, Georgia",13211,85.2,12998,"2308 of 3139"
"Noble County, Oklahoma",40103,85.2,7564,"2308 of 3139"
"Oconee County, South Carolina",45073,85.2,51230,"2308 of 3139"
"Polk County, Arkansas",05113,85.2,12830,"2308 of 3139"
"San Juan County, New Mexico",35045,85.2,87712,"2308 of 3139"
"Sanpete County, Utah",49039,85.2,20053,"2308 of 3139"
"Schley County, Georgia",13249,85.2,3655,"2308 of 3139"
"Taylor County, Florida",12123,85.2,12413,"2308 of 3139"
"Webster County, Missouri",29225,85.2,27500,"2308 of 3139"
"Yavapai County, Arizona",04025,85.2,132735,"2308 of 3139"
"Bates County, Missouri",29013,85.1,10872,"2328 of 3139"
"Benewah County, Idaho",16009,85.1,6004,"2328 of 3139"
"Chesterfield County, South Carolina",45025,85.1,30772,"2328 of 3139"
"Comanche County, Oklahoma",40031,85.1,80618,"2328 of 3139"
