
	Screening and Risk Factors Report for United States by County
(2008-2010 County Level Modeled Estimate Combining BRFSS & NHIS)

Ever Smoked
"All Races (includes Hispanic), Both Sexes, Ages 18+"
Healthy People 2020 Objective Number: n/a

Sorted by Percent

County, FIPS,Met Objective?(1),"Model-Based Percent(3)","Lower 95% Confidence Interval","Upper 95% Confidence Interval"
"Richmond County, North Carolina",37153,n/a,48.9 ,40.0, 57.9
"Uinta County, Wyoming",56041,n/a,48.9 ,39.7, 58.1
"Winchester City, Virginia",51840,n/a,48.9 ,38.4, 59.4
"Windsor County, Vermont",50027,n/a,48.9 ,40.3, 57.4
"Clark County, Ohio",39023,n/a,48.8 ,40.6, 56.9
"Clinton County, New York",36019,n/a,48.8 ,40.1, 57.5
"Cooper County, Missouri",29053,n/a,48.8 ,39.3, 58.3
"Cowley County, Kansas",20035,n/a,48.8 ,39.9, 57.6
"Dawson County, Texas",48115,n/a,48.8 ,37.2, 60.4
"Des Moines County, Iowa",19057,n/a,48.8 ,40.2, 57.5
"Freestone County, Texas",48161,n/a,48.8 ,38.3, 59.4
"Hernando County, Florida",12053,n/a,48.8 ,39.8, 57.8
"Jefferson County, New York",36045,n/a,48.8 ,40.0, 57.5
"Kay County, Oklahoma",40071,n/a,48.8 ,41.2, 56.4
"Labette County, Kansas",20099,n/a,48.8 ,39.7, 57.9
"Livingston County, New York",36051,n/a,48.8 ,39.9, 57.7
"Moffat County, Colorado",08081,n/a,48.8 ,40.8, 56.9
"Pickens County, Alabama",01107,n/a,48.8 ,39.3, 58.3
"Steele County, North Dakota",38091,n/a,48.8 ,36.6, 60.9
"Van Buren County, Michigan",26159,n/a,48.8 ,39.9, 57.7
"Warren County, Ohio",39165,n/a,48.8 ,39.6, 58.0
"Adair County, Kentucky",21001,n/a,48.7 ,39.2, 58.2
"Banks County, Georgia",13011,n/a,48.7 ,37.6, 59.8
"Bartholomew County, Indiana",18005,n/a,48.7 ,40.2, 57.1
"Beaufort County, North Carolina",37013,n/a,48.7 ,39.7, 57.6
"Caldwell County, North Carolina",37027,n/a,48.7 ,41.5, 56.0
"Calhoun County, West Virginia",54013,n/a,48.7 ,37.3, 60.0
"Cass County, Iowa",19029,n/a,48.7 ,39.0, 58.4
"Catawba County, North Carolina",37035,n/a,48.7 ,40.0, 57.3
"Clay County, Nebraska",31035,n/a,48.7 ,38.2, 59.2
"Dorchester County, Maryland",24019,n/a,48.7 ,39.9, 57.6
"Heard County, Georgia",13149,n/a,48.7 ,38.3, 59.0
"Hertford County, North Carolina",37091,n/a,48.7 ,39.2, 58.1
"Isanti County, Minnesota",27059,n/a,48.7 ,39.7, 57.8
"Johnson County, Texas",48251,n/a,48.7 ,39.9, 57.6
"Laramie County, Wyoming",56021,n/a,48.7 ,40.0, 57.4
"Lincoln County, Washington",53043,n/a,48.7 ,39.2, 58.3
"Osage County, Oklahoma",40113,n/a,48.7 ,39.5, 57.9
"Perquimans County, North Carolina",37143,n/a,48.7 ,38.9, 58.6
"Pike County, Mississippi",28113,n/a,48.7 ,40.0, 57.5
"Pope County, Minnesota",27121,n/a,48.7 ,38.2, 59.2
"Richland County, Ohio",39139,n/a,48.7 ,40.2, 57.2
"Sheridan County, Nebraska",31161,n/a,48.7 ,38.6, 58.8
"Stephens County, Texas",48429,n/a,48.7 ,37.9, 59.4
"Telfair County, Georgia",13271,n/a,48.7 ,37.5, 59.9
"Webster Parish, Louisiana",22119,n/a,48.7 ,39.8, 57.6
"Blackford County, Indiana",18009,n/a,48.6 ,40.4, 56.8
"Clinton County, Illinois",17027,n/a,48.6 ,39.1, 58.0
"Crawford County, Georgia",13079,n/a,48.6 ,38.0, 59.2
"Dallas County, Arkansas",05039,n/a,48.6 ,38.0, 59.3
"DeKalb County, Alabama",01049,n/a,48.6 ,39.3, 57.9
"Franklin County, Alabama",01059,n/a,48.6 ,40.5, 56.7
"Grand County, Utah",49019,n/a,48.6 ,37.0, 60.3
"Henderson County, Texas",48213,n/a,48.6 ,39.3, 57.9
"Jackson County, Oregon",41029,n/a,48.6 ,40.0, 57.1
"Jim Hogg County, Texas",48247,n/a,48.6 ,35.7, 61.6
"Kiowa County, Oklahoma",40075,n/a,48.6 ,38.1, 59.1
"Kit Carson County, Colorado",08063,n/a,48.6 ,37.7, 59.5
"Nelson County, Virginia",51125,n/a,48.6 ,38.2, 59.0
"Phelps County, Missouri",29161,n/a,48.6 ,39.7, 57.5
"Ravalli County, Montana",30081,n/a,48.6 ,40.3, 56.9
"Sauk County, Wisconsin",55111,n/a,48.6 ,39.8, 57.5
"Scott County, Mississippi",28123,n/a,48.6 ,41.3, 55.9
"Siskiyou County, California",06093,n/a,48.6 ,39.6, 57.6
"Chemung County, New York",36015,n/a,48.5 ,41.2, 55.8
"Desha County, Arkansas",05041,n/a,48.5 ,37.1, 59.9
"Franklin Parish, Louisiana",22041,n/a,48.5 ,38.8, 58.2
"Garrett County, Maryland",24023,n/a,48.5 ,39.7, 57.3
"Harding County, South Dakota",46063,n/a,48.5 ,33.6, 63.4
"Jackson County, Mississippi",28059,n/a,48.5 ,40.0, 56.9
"Karnes County, Texas",48255,n/a,48.5 ,35.9, 61.1
"Orange County, New York",36071,n/a,48.5 ,42.3, 54.6
"Pickens County, Georgia",13227,n/a,48.5 ,40.1, 56.8
"Putnam County, Ohio",39137,n/a,48.5 ,38.2, 58.7
"Rabun County, Georgia",13241,n/a,48.5 ,39.3, 57.6
"Saline County, Missouri",29195,n/a,48.5 ,39.7, 57.4
"Scotland County, Missouri",29199,n/a,48.5 ,37.5, 59.4
"Scott County, Arkansas",05127,n/a,48.5 ,38.6, 58.4
"Seneca County, New York",36099,n/a,48.5 ,39.1, 58.0
"Spencer County, Kentucky",21215,n/a,48.5 ,38.2, 58.7
"Teller County, Colorado",08119,n/a,48.5 ,38.7, 58.3
"West Baton Rouge Parish, Louisiana",22121,n/a,48.5 ,39.6, 57.5
"Baylor County, Texas",48023,n/a,48.4 ,33.5, 63.3
"Blue Earth County, Minnesota",27013,n/a,48.4 ,39.5, 57.3
"Caledonia County, Vermont",50005,n/a,48.4 ,40.3, 56.6
"Dunn County, Wisconsin",55033,n/a,48.4 ,39.7, 57.1
"Erie County, Pennsylvania",42049,n/a,48.4 ,40.4, 56.4
"Grant County, Wisconsin",55043,n/a,48.4 ,39.7, 57.2
"Greene County, Virginia",51079,n/a,48.4 ,37.5, 59.3
"Jefferson County, Montana",30043,n/a,48.4 ,38.4, 58.3
"Marquette County, Michigan",26103,n/a,48.4 ,39.7, 57.1
"Marquette County, Wisconsin",55077,n/a,48.4 ,38.5, 58.2
"Okeechobee County, Florida",12093,n/a,48.4 ,39.9, 56.9
"Roberts County, Texas",48393,n/a,48.4 ,34.5, 62.2
"Scotland County, North Carolina",37165,n/a,48.4 ,39.5, 57.2
"Union County, Oregon",41061,n/a,48.4 ,39.2, 57.6
"Webster County, Missouri",29225,n/a,48.4 ,39.6, 57.2
"Wicomico County, Maryland",24045,n/a,48.4 ,40.8, 56.1
"Benton County, Minnesota",27009,n/a,48.3 ,38.8, 57.9
"Chippewa County, Michigan",26033,n/a,48.3 ,38.8, 57.8
"Davison County, South Dakota",46035,n/a,48.3 ,38.5, 58.1
"Decatur County, Georgia",13087,n/a,48.3 ,39.0, 57.5
"Ellis County, Kansas",20051,n/a,48.3 ,37.5, 59.0
"George County, Mississippi",28039,n/a,48.3 ,39.4, 57.0
"Gulf County, Florida",12045,n/a,48.3 ,39.7, 56.8
"Iberville Parish, Louisiana",22047,n/a,48.3 ,39.0, 57.6
"Jackson County, Florida",12063,n/a,48.3 ,38.8, 57.7
"Jackson County, South Dakota",46071,n/a,48.3 ,33.0, 63.7
"Kanawha County, West Virginia",54039,n/a,48.3 ,41.4, 55.1
"Kossuth County, Iowa",19109,n/a,48.3 ,39.0, 57.5
"Mississippi County, Missouri",29133,n/a,48.3 ,37.6, 58.9
"Ralls County, Missouri",29173,n/a,48.3 ,35.7, 60.9
"Warren County, Kentucky",21227,n/a,48.3 ,40.4, 56.1
"Warren County, Tennessee",47177,n/a,48.3 ,38.8, 57.7
"Washington County, Oklahoma",40147,n/a,48.3 ,39.9, 56.8
"Wilkin County, Minnesota",27167,n/a,48.3 ,36.7, 60.0
"Burleigh County, North Dakota",38015,n/a,48.2 ,39.6, 56.8
"Chickasaw County, Mississippi",28017,n/a,48.2 ,38.5, 57.9
"Clinch County, Georgia",13065,n/a,48.2 ,37.5, 58.8
"Cumberland County, Pennsylvania",42041,n/a,48.2 ,41.2, 55.3
"Franklin County, Kansas",20059,n/a,48.2 ,39.7, 56.7
"Le Flore County, Oklahoma",40079,n/a,48.2 ,38.4, 58.0
"Martin County, North Carolina",37117,n/a,48.2 ,38.8, 57.7
"Monroe County, Michigan",26115,n/a,48.2 ,40.3, 56.1
"Morrow County, Ohio",39117,n/a,48.2 ,40.7, 55.7
"Muskogee County, Oklahoma",40101,n/a,48.2 ,40.5, 55.8
"Newton County, Missouri",29145,n/a,48.2 ,39.0, 57.4
"Parker County, Texas",48367,n/a,48.2 ,39.2, 57.2
"Pipestone County, Minnesota",27117,n/a,48.2 ,38.1, 58.2
"Pope County, Arkansas",05115,n/a,48.2 ,39.4, 57.0
"Robertson County, Tennessee",47147,n/a,48.2 ,39.1, 57.2
"Windham County, Connecticut",09015,n/a,48.2 ,39.7, 56.7
"Bradford County, Florida",12007,n/a,48.1 ,38.5, 57.8
"Bryan County, Oklahoma",40013,n/a,48.1 ,39.5, 56.8
"Butte County, Idaho",16023,n/a,48.1 ,34.7, 61.4
"Cass County, Texas",48067,n/a,48.1 ,39.0, 57.3
"Decatur County, Iowa",19053,n/a,48.1 ,38.4, 57.8
"Gilmer County, Georgia",13123,n/a,48.1 ,38.3, 57.9
"Hopkins County, Texas",48223,n/a,48.1 ,38.8, 57.4
"Jackson County, Oklahoma",40065,n/a,48.1 ,38.3, 57.9
"Lake County, Montana",30047,n/a,48.1 ,39.5, 56.8
"Lincoln County, North Carolina",37109,n/a,48.1 ,40.4, 55.7
"Livingston County, Michigan",26093,n/a,48.1 ,40.5, 55.8
"Rock County, Wisconsin",55105,n/a,48.1 ,41.5, 54.8
"Shenandoah County, Virginia",51171,n/a,48.1 ,39.1, 57.1
"Union County, Kentucky",21225,n/a,48.1 ,38.4, 57.8
"Winnebago County, Wisconsin",55139,n/a,48.1 ,39.4, 56.8
"Dauphin County, Pennsylvania",42043,n/a,48.0 ,40.8, 55.1
"Huerfano County, Colorado",08055,n/a,48.0 ,37.0, 58.9
"Jackson County, Arkansas",05067,n/a,48.0 ,38.0, 57.9
"Jasper County, Texas",48241,n/a,48.0 ,38.7, 57.2
"Lynchburg City, Virginia",51680,n/a,48.0 ,38.6, 57.5
"Martin County, Minnesota",27091,n/a,48.0 ,38.8, 57.3
"Milam County, Texas",48331,n/a,48.0 ,38.5, 57.6
"Pike County, Alabama",01109,n/a,48.0 ,38.9, 57.2
"Robertson County, Texas",48395,n/a,48.0 ,37.4, 58.6
"Screven County, Georgia",13251,n/a,48.0 ,38.6, 57.3
"Wayne County, Indiana",18177,n/a,48.0 ,41.0, 54.9
"Woodbury County, Iowa",19193,n/a,48.0 ,39.6, 56.3
"Wright County, Missouri",29229,n/a,48.0 ,38.0, 58.0
"Yazoo County, Mississippi",28163,n/a,48.0 ,35.6, 60.3
"Addison County, Vermont",50001,n/a,47.9 ,39.4, 56.5
"Berkeley County, South Carolina",45015,n/a,47.9 ,39.8, 55.9
"Catoosa County, Georgia",13047,n/a,47.9 ,38.3, 57.5
"Chautauqua County, New York",36013,n/a,47.9 ,40.6, 55.2
"Claiborne Parish, Louisiana",22027,n/a,47.9 ,38.0, 57.9
"Clay County, Iowa",19041,n/a,47.9 ,38.4, 57.3
"Jasper County, Georgia",13159,n/a,47.9 ,37.7, 58.2
"LaPorte County, Indiana",18091,n/a,47.9 ,41.5, 54.2
"Macon County, Illinois",17115,n/a,47.9 ,39.1, 56.7
"Major County, Oklahoma",40093,n/a,47.9 ,37.4, 58.4
"Marion County, Florida",12083,n/a,47.9 ,41.4, 54.4
"Mason County, Washington",53045,n/a,47.9 ,40.0, 55.9
"McMullen County, Texas",48311,n/a,47.9 ,34.1, 61.8
"Rockwall County, Texas",48397,n/a,47.9 ,37.7, 58.0
"Summers County, West Virginia",54089,n/a,47.9 ,37.9, 57.9
"Sweetwater County, Wyoming",56037,n/a,47.9 ,38.1, 57.7
"Traverse County, Minnesota",27155,n/a,47.9 ,35.2, 60.6
"Chambers County, Texas",48071,n/a,47.8 ,37.4, 58.1
"Delaware County, Iowa",19055,n/a,47.8 ,38.4, 57.3
"Early County, Georgia",13099,n/a,47.8 ,36.6, 59.0
"Greene County, Ohio",39057,n/a,47.8 ,39.4, 56.2
"Izard County, Arkansas",05065,n/a,47.8 ,38.1, 57.5
"Lackawanna County, Pennsylvania",42069,n/a,47.8 ,40.2, 55.4
"Lewis and Clark County, Montana",30049,n/a,47.8 ,39.0, 56.6
"Montezuma County, Colorado",08083,n/a,47.8 ,40.5, 55.0
"Morris County, Texas",48343,n/a,47.8 ,37.3, 58.2
"Rosebud County, Montana",30087,n/a,47.8 ,38.6, 56.9
"Talladega County, Alabama",01121,n/a,47.8 ,39.4, 56.3
"Wahkiakum County, Washington",53069,n/a,47.8 ,37.4, 58.1
"Chesterfield County, South Carolina",45025,n/a,47.7 ,38.8, 56.6
"Colorado County, Texas",48089,n/a,47.7 ,37.4, 57.9
"Conecuh County, Alabama",01035,n/a,47.7 ,37.6, 57.8
"Mahoning County, Ohio",39099,n/a,47.7 ,40.0, 55.5
"Mason County, Texas",48319,n/a,47.7 ,35.4, 59.9
"Ohio County, Kentucky",21183,n/a,47.7 ,38.6, 56.9
"Reynolds County, Missouri",29179,n/a,47.7 ,34.0, 61.4
"San Juan County, Washington",53055,n/a,47.7 ,38.4, 56.9
"Sheboygan County, Wisconsin",55117,n/a,47.7 ,39.4, 56.0
"Tate County, Mississippi",28137,n/a,47.7 ,38.5, 56.8
"Tensas Parish, Louisiana",22107,n/a,47.7 ,34.9, 60.6
"Tipton County, Tennessee",47167,n/a,47.7 ,38.7, 56.8
"Washington County, Iowa",19183,n/a,47.7 ,38.5, 56.9
"Webster County, Iowa",19187,n/a,47.7 ,39.1, 56.2
"Yellowstone County, Montana",30111,n/a,47.7 ,39.4, 56.0
"Allen County, Kansas",20001,n/a,47.6 ,37.7, 57.4
"Allendale County, South Carolina",45005,n/a,47.6 ,33.8, 61.4
"Asotin County, Washington",53003,n/a,47.6 ,38.6, 56.6
"Callaway County, Missouri",29027,n/a,47.6 ,38.8, 56.4
"Charles County, Maryland",24017,n/a,47.6 ,38.8, 56.5
"Halifax County with South Boston City, Virginia",51083,n/a,47.6 ,38.8, 56.5
"Indiana County, Pennsylvania",42063,n/a,47.6 ,39.7, 55.4
"Jefferson County, Missouri",29099,n/a,47.6 ,39.0, 56.1
"Kaufman County, Texas",48257,n/a,47.6 ,38.2, 57.0
"Knox County, Tennessee",47093,n/a,47.6 ,39.9, 55.4
"Las Animas County, Colorado",08071,n/a,47.6 ,38.4, 56.7
"Lawrence County, Mississippi",28077,n/a,47.6 ,37.1, 58.1
"Linn County, Oregon",41043,n/a,47.6 ,39.1, 56.0
"Lowndes County, Mississippi",28087,n/a,47.6 ,38.9, 56.2
"Marshall County, Indiana",18099,n/a,47.6 ,38.6, 56.6
"McCurtain County, Oklahoma",40089,n/a,47.6 ,38.6, 56.6
"McDowell County, North Carolina",37111,n/a,47.6 ,39.0, 56.2
"Mercer County, Ohio",39107,n/a,47.6 ,39.5, 55.8
"Middlesex County, Connecticut",09007,n/a,47.6 ,39.3, 55.8
"Okanogan County, Washington",53047,n/a,47.6 ,39.5, 55.8
"Pender County, North Carolina",37141,n/a,47.6 ,38.9, 56.3
"Putnam County, Tennessee",47141,n/a,47.6 ,38.5, 56.8
"Rolette County, North Dakota",38079,n/a,47.6 ,38.0, 57.2
"Sonoma County, California",06097,n/a,47.6 ,41.8, 53.4
"Stutsman County, North Dakota",38093,n/a,47.6 ,38.4, 56.7
"Union County, Iowa",19175,n/a,47.6 ,37.6, 57.7
"Adams County, Pennsylvania",42001,n/a,47.5 ,38.8, 56.2
"Alexander County, North Carolina",37003,n/a,47.5 ,38.9, 56.2
"Becker County, Minnesota",27005,n/a,47.5 ,38.2, 56.8
"Falls County, Texas",48145,n/a,47.5 ,37.4, 57.6
"Floyd County, Indiana",18043,n/a,47.5 ,39.3, 55.8
"Greenlee County, Arizona",04011,n/a,47.5 ,37.3, 57.7
"Hamilton County, Iowa",19079,n/a,47.5 ,38.3, 56.8
"King and Queen County, Virginia",51097,n/a,47.5 ,37.3, 57.7
"Lincoln County, Missouri",29113,n/a,47.5 ,38.1, 56.9
"Nodaway County, Missouri",29147,n/a,47.5 ,38.1, 56.8
"Orange County, Vermont",50017,n/a,47.5 ,39.6, 55.4
"Portage County, Ohio",39133,n/a,47.5 ,38.9, 56.0
"Republic County, Kansas",20157,n/a,47.5 ,37.0, 58.0
"Roseau County, Minnesota",27135,n/a,47.5 ,36.8, 58.2
"Sabine Parish, Louisiana",22085,n/a,47.5 ,38.5, 56.5
"Tippah County, Mississippi",28139,n/a,47.5 ,37.8, 57.1
"Transylvania County, North Carolina",37175,n/a,47.5 ,41.0, 54.1
"Bladen County, North Carolina",37017,n/a,47.4 ,38.1, 56.8
"Coffee County, Georgia",13069,n/a,47.4 ,38.2, 56.6
"Dallam County, Texas",48111,n/a,47.4 ,34.7, 60.1
"Davis County, Iowa",19051,n/a,47.4 ,37.5, 57.3
"Escambia County, Alabama",01053,n/a,47.4 ,38.2, 56.6
"Garrard County, Kentucky",21079,n/a,47.4 ,37.7, 57.1
"Jefferson County, Florida",12065,n/a,47.4 ,38.4, 56.3
"Lucas County, Ohio",39095,n/a,47.4 ,40.7, 54.1
"Madison County, Georgia",13195,n/a,47.4 ,38.0, 56.9
"Madison County, Nebraska",31119,n/a,47.4 ,38.2, 56.5
"Neosho County, Kansas",20133,n/a,47.4 ,38.3, 56.5
"Portage County, Wisconsin",55097,n/a,47.4 ,38.5, 56.2
"Rock Island County, Illinois",17161,n/a,47.4 ,39.8, 55.0
"Shelby County, Ohio",39149,n/a,47.4 ,38.1, 56.7
"Slope County, North Dakota",38087,n/a,47.4 ,31.8, 63.0
"Wayne County, Utah",49055,n/a,47.4 ,34.6, 60.2
"York County, Pennsylvania",42133,n/a,47.4 ,41.2, 53.5
"Avoyelles Parish, Louisiana",22009,n/a,47.3 ,37.9, 56.6
"Box Butte County, Nebraska",31013,n/a,47.3 ,37.2, 57.4
"Clark County, Kansas",20025,n/a,47.3 ,35.4, 59.1
"Copiah County, Mississippi",28029,n/a,47.3 ,36.7, 57.9
"Franklin County, Massachusetts",25011,n/a,47.3 ,39.1, 55.4
"Howard County, Iowa",19089,n/a,47.3 ,37.3, 57.3
"Lunenburg County, Virginia",51111,n/a,47.3 ,37.5, 57.2
"Madison Parish, Louisiana",22065,n/a,47.3 ,35.5, 59.1
"Mesa County, Colorado",08077,n/a,47.3 ,39.0, 55.4
"Plymouth County, Massachusetts",25023,n/a,47.3 ,41.4, 53.3
"Seminole County, Oklahoma",40133,n/a,47.3 ,38.6, 56.0
"Suwannee County, Florida",12121,n/a,47.3 ,38.6, 56.1
"Treutlen County, Georgia",13283,n/a,47.3 ,36.8, 57.7
"Wichita County, Texas",48485,n/a,47.3 ,40.9, 53.7
"Allegan County, Michigan",26005,n/a,47.2 ,38.8, 55.6
"Andrew County, Missouri",29003,n/a,47.2 ,35.4, 59.0
"Atlantic County, New Jersey",34001,n/a,47.2 ,40.7, 53.7
"Boyd County, Nebraska",31015,n/a,47.2 ,35.7, 58.7
"Carroll County, Iowa",19027,n/a,47.2 ,37.3, 57.1
"Carroll County, Mississippi",28015,n/a,47.2 ,36.0, 58.5
"Catron County, New Mexico",35003,n/a,47.2 ,33.3, 61.1
"Chambers County, Alabama",01017,n/a,47.2 ,37.9, 56.6
"Clay County, Missouri",29047,n/a,47.2 ,39.3, 55.1
"Cleveland County, Arkansas",05025,n/a,47.2 ,37.1, 57.3
"Holt County, Nebraska",31089,n/a,47.2 ,37.8, 56.7
"Jasper County, Missouri",29097,n/a,47.2 ,38.2, 56.3
"Jefferson County, Tennessee",47089,n/a,47.2 ,37.9, 56.5
"Johnson County, Arkansas",05071,n/a,47.2 ,38.4, 56.1
"Lauderdale County, Alabama",01077,n/a,47.2 ,38.4, 55.9
"Lauderdale County, Tennessee",47097,n/a,47.2 ,37.7, 56.8
"McDonough County, Illinois",17109,n/a,47.2 ,33.8, 60.5
"Okaloosa County, Florida",12091,n/a,47.2 ,41.0, 53.4
"Ontario County, New York",36069,n/a,47.2 ,38.5, 55.9
"Perry County, Indiana",18123,n/a,47.2 ,38.2, 56.2
"Pettis County, Missouri",29159,n/a,47.2 ,38.2, 56.1
"Redwood County, Minnesota",27127,n/a,47.2 ,37.6, 56.7
"Scotts Bluff County, Nebraska",31157,n/a,47.2 ,38.4, 56.0
"St. Clair County, Alabama",01115,n/a,47.2 ,37.8, 56.5
"Walsh County, North Dakota",38099,n/a,47.2 ,37.3, 57.0
"Yell County, Arkansas",05149,n/a,47.2 ,38.1, 56.2
"Bastrop County, Texas",48021,n/a,47.1 ,37.8, 56.4
"Berrien County, Michigan",26021,n/a,47.1 ,40.8, 53.4
"Clearwater County, Minnesota",27029,n/a,47.1 ,36.9, 57.2
"DeWitt County, Texas",48123,n/a,47.1 ,37.1, 57.1
"Eau Claire County, Wisconsin",55035,n/a,47.1 ,38.0, 56.1
"Flathead County, Montana",30029,n/a,47.1 ,38.7, 55.5
"Houston County, Texas",48225,n/a,47.1 ,36.4, 57.9
"Jefferson County, Colorado(5)",08059,n/a,47.1 ,40.4, 53.8
"Keweenaw County, Michigan",26083,n/a,47.1 ,34.6, 59.5
"Lee County, Texas",48287,n/a,47.1 ,37.2, 56.9
"Lumpkin County, Georgia",13187,n/a,47.1 ,37.5, 56.6
"Montgomery County, Texas",48339,n/a,47.1 ,40.0, 54.1
"St. Lawrence County, New York",36089,n/a,47.1 ,38.7, 55.5
"Stark County, Ohio",39151,n/a,47.1 ,39.8, 54.5
"Ward County, North Dakota",38101,n/a,47.1 ,37.1, 57.1
"Anderson County, South Carolina",45007,n/a,47.0 ,38.7, 55.3
"Atkinson County, Georgia",13003,n/a,47.0 ,35.2, 58.9
"Berrien County, Georgia",13019,n/a,47.0 ,37.4, 56.6
"Blaine County, Oklahoma",40011,n/a,47.0 ,36.2, 57.8
"Cibola County, New Mexico",35006,n/a,47.0 ,37.2, 56.7
"Franklin County, Tennessee",47051,n/a,47.0 ,38.2, 55.8
"Johnson County, Wyoming",56019,n/a,47.0 ,36.0, 58.0
"Morehouse Parish, Louisiana",22067,n/a,47.0 ,37.4, 56.4
"Prowers County, Colorado",08099,n/a,47.0 ,36.7, 57.3
"Rio Grande County, Colorado",08105,n/a,47.0 ,36.7, 57.2
"Shasta County, California",06089,n/a,47.0 ,40.8, 53.3
"Summit County, Ohio",39153,n/a,47.0 ,40.7, 53.2
"Union County, New Mexico",35059,n/a,47.0 ,36.3, 57.6
"Webster County, Mississippi",28155,n/a,47.0 ,37.4, 56.6
"Adair County, Oklahoma",40001,n/a,46.9 ,38.2, 55.6
"Allamakee County, Iowa",19005,n/a,46.9 ,37.6, 56.2
"Burleson County, Texas",48051,n/a,46.9 ,37.1, 56.6
"Clinton County, Michigan",26037,n/a,46.9 ,37.9, 55.9
"Cotton County, Oklahoma",40033,n/a,46.9 ,37.7, 56.1
"Grant Parish, Louisiana",22043,n/a,46.9 ,36.8, 57.1
"Houghton County, Michigan",26061,n/a,46.9 ,37.4, 56.3
"Jefferson County, Texas",48245,n/a,46.9 ,39.2, 54.6
"Kauai County, Hawaii",15007,n/a,46.9 ,38.1, 55.7
"Kiowa County, Kansas",20097,n/a,46.9 ,34.0, 59.8
"Muskegon County, Michigan",26121,n/a,46.9 ,39.2, 54.6
"Pierce County, Georgia",13229,n/a,46.9 ,37.1, 56.6
"Polk County, Minnesota",27119,n/a,46.9 ,37.8, 56.0
"Rutherford County, Tennessee",47149,n/a,46.9 ,39.5, 54.3
"Sangamon County, Illinois",17167,n/a,46.9 ,38.4, 55.4
"Scott County, Kansas",20171,n/a,46.9 ,36.0, 57.8
"Shawano County, Wisconsin",55115,n/a,46.9 ,39.6, 54.3
"Simpson County, Mississippi",28127,n/a,46.9 ,37.9, 56.0
"Todd County, Minnesota",27153,n/a,46.9 ,37.5, 56.3
"Alamance County, North Carolina",37001,n/a,46.8 ,39.0, 54.7
"Bay County, Michigan",26017,n/a,46.8 ,37.6, 56.0
"Blanco County, Texas",48031,n/a,46.8 ,36.2, 57.4
"Boone County, Kentucky",21015,n/a,46.8 ,38.6, 54.9
"Branch County, Michigan",26023,n/a,46.8 ,37.4, 56.1
"Cass County, Missouri",29037,n/a,46.8 ,38.8, 54.7
"Cattaraugus County, New York",36009,n/a,46.8 ,38.1, 55.5
"Clarendon County, South Carolina",45027,n/a,46.8 ,38.2, 55.4
"Crenshaw County, Alabama",01041,n/a,46.8 ,37.3, 56.3
"Eastland County, Texas",48133,n/a,46.8 ,36.7, 56.9
"Forrest County, Mississippi",28035,n/a,46.8 ,37.4, 56.1
"Franklin County, Virginia",51067,n/a,46.8 ,37.6, 56.0
"Harrison County, Texas",48203,n/a,46.8 ,37.8, 55.7
"Little River County, Arkansas",05081,n/a,46.8 ,37.1, 56.5
"Marion County, South Carolina",45067,n/a,46.8 ,38.5, 55.0
"Mitchell County, Iowa",19131,n/a,46.8 ,37.3, 56.3
"Stafford County, Kansas",20185,n/a,46.8 ,37.0, 56.7
"Union Parish, Louisiana",22111,n/a,46.8 ,37.1, 56.6
"Warren County, Georgia",13301,n/a,46.8 ,36.5, 57.1
"Washakie County, Wyoming",56043,n/a,46.8 ,35.7, 57.9
"Amherst County, Virginia",51009,n/a,46.7 ,37.0, 56.4
"Anne Arundel County, Maryland",24003,n/a,46.7 ,39.8, 53.6
"Burnet County, Texas",48053,n/a,46.7 ,37.9, 55.5
"Calcasieu Parish, Louisiana",22019,n/a,46.7 ,38.3, 55.1
"Camden County, North Carolina",37029,n/a,46.7 ,35.8, 57.6
"Coffee County, Alabama",01031,n/a,46.7 ,37.7, 55.8
"Delta County, Texas",48119,n/a,46.7 ,35.3, 58.0
"Florence County, South Carolina",45041,n/a,46.7 ,38.4, 55.0
"Greer County, Oklahoma",40055,n/a,46.7 ,35.3, 58.0
"Madison County, Indiana",18095,n/a,46.7 ,38.7, 54.7
"Mitchell County, Georgia",13205,n/a,46.7 ,36.9, 56.5
"Muscatine County, Iowa",19139,n/a,46.7 ,38.3, 55.1
"Nelson County, Kentucky",21179,n/a,46.7 ,38.1, 55.3
"Oconee County, South Carolina",45073,n/a,46.7 ,39.7, 53.7
"Sunflower County, Mississippi",28133,n/a,46.7 ,35.6, 57.7
"Upton County, Texas",48461,n/a,46.7 ,32.8, 60.7
"Victoria County, Texas",48469,n/a,46.7 ,37.4, 56.0
"White Pine County, Nevada",32033,n/a,46.7 ,35.3, 58.0
"Winneshiek County, Iowa",19191,n/a,46.7 ,37.7, 55.8
"Accomack County, Virginia",51001,n/a,46.6 ,37.7, 55.5
"Atascosa County, Texas",48013,n/a,46.6 ,37.2, 56.0
"Childress County, Texas",48075,n/a,46.6 ,34.7, 58.5
"Cook County, Georgia",13075,n/a,46.6 ,36.3, 56.9
"DeKalb County, Tennessee",47041,n/a,46.6 ,37.9, 55.2
"Edgecombe County, North Carolina",37065,n/a,46.6 ,37.8, 55.4
"Henry County, Illinois",17073,n/a,46.6 ,38.4, 54.8
"Lee County, South Carolina",45061,n/a,46.6 ,36.2, 57.0
"Matagorda County, Texas",48321,n/a,46.6 ,36.8, 56.4
